序号,名称,播放,弹幕数,收藏,硬币,评分(默认0分),评分人数(人数不足为0人),是否完结
5899,我的囧囧发小,107921,981,290,8419,0.0,0,1
5900,咬屁屁虫,5559,89,7,335,0.0,0,1
5901,盗墓笔记之沙海,4287716,58992,14534,142161,0.0,0,1
5902,寻师伏魔录,3503278,24765,11945,77861,0.0,0,1
5903,飞鱼,627391,7104,882,61178,0.0,0,1
5904,鹅毛笔,79048,986,921,15442,0.0,0,1
5905,我是丐帮不打奶花 第二季,1035173,15402,7850,22037,9.4,149,1
5906,超级弹丸论破2.5 狛枝凪斗与世界的破坏者,724883,22711,1847,99586,9.3,322,1
5907,咬屁屁虫,9089,61,4,307,0.0,0,1
5908,咬屁屁虫,8172,37,7,416,0.0,0,1
5909,神明之记,543274,2085,761,16161,0.0,0,1
5910,玉家典当铺,211214,569,174,6677,0.0,0,1
5911,WASIMO,6756,136,9,734,0.0,0,1
5912,WASIMO 第二季,3615,66,6,252,0.0,0,1
5914,幼女战记 短篇,1709619,2369,1501,66358,9.2,134,1
5915,WASIMO 第三季,2766,14,7,286,0.0,0,1
5916,银装骑攻队,18158,74,4,954,0.0,0,1
5917,新盖塔机器人,50110,866,31,1177,0.0,0,1
5918,盖塔机器人G,31969,570,16,849,0.0,0,1
5919,盖塔机器人 真盖塔对新盖塔,52762,2336,48,1000,0.0,0,1
5920,盖塔机器人 剧场版,0,0,0,815,0.0,0,1
5921,爆音少女!! OAD,92625,1670,172,6824,0.0,0,1
5922,锁链战记～赫克瑟塔斯之光～短篇,512059,256,317,12313,0.0,0,1
5923,超爆裂异次元卡片大战,5890,140,12,299,0.0,0,1
5924,剧场版 银河机攻队Majestic Prince 觉醒的基因,154633,2270,256,12141,0.0,0,1
5925,咪咪流浪记,17177,503,12,1498,0.0,0,1
5926,ZEGAPAIN ADP,34908,231,110,3804,0.0,0,1
5927,八神君的家庭事件,13207,391,24,1748,0.0,0,1
5928,书家,6236,127,19,2192,0.0,0,1
5929,青鬼 THE ANIMATION,125378,3627,267,8170,0.0,0,1
5930,吹響！上低音號 ​~歡迎來到北宇治高校吹奏樂部~（僅限台灣地區）,7344,172,56,9322,0.0,0,1
5931,裸狼,37719,1481,40,984,0.0,0,1
5933,龙的牙医,1422457,42906,9250,191234,9.6,862,1
5934,寻找克洛托,392766,5026,1066,58323,0.0,0,1
5935,我差点就信了 第二季,27629332,35589,24327,85881,8.9,308,0
5936,茅屋爷爷讲故事,393690,3764,428,16140,0.0,0,0
5937,侦探歌剧 夏日特别篇,21887,495,38,4414,0.0,0,1
5938,黑子的篮球 Winter Cup总集篇,1185897,21381,944,47394,0.0,0,1
5939,热诚传说～导师的黎明～,302174,2241,352,25907,0.0,0,1
5940,Hello Kitty爱漫游,9392,122,6,882,0.0,0,1
5941,Hello Kitty的天堂,21438,207,19,2480,0.0,0,1
5942,银河机攻队MAJESTIC PRINCE 新作动画,58458,601,78,4468,0.0,0,1
5943,间奏曲,31632,853,59,8622,0.0,0,1
5944,和女儿的日常 第二季,1880088,15710,7308,124311,9.5,232,1
5945,TRINITY SEVEN 七人魔法使 剧场版,1436678,51727,3642,159830,8.7,180,1
5946,和女儿的日常 第一季,534332,18872,4018,79038,9.4,144,1
5947,勿忘蛛,157135,5136,594,23340,9.4,121,1
5948,三千里寻母记,36772,379,31,4742,0.0,0,1
5949,如风似云,13607,162,45,3385,0.0,0,1
5950,火线传奇 第三季,1716971,3277,1827,38883,0.0,0,1
5951,笑面推销员NEW,3624421,139916,7213,204448,8.2,255,1
5955,快盗天使 BREAK,112002,3353,307,20519,0.0,0,1
5956,不要输！！恶之军团！,428192,6827,2053,26229,9.6,130,1
5958,莉露莉露妖精莉露～魔法之镜～,454198,4178,577,9453,0.0,0,1
5959,Room Mate,1892854,31690,1381,185533,0.0,0,1
5963,美妙天堂 偶像时间,2585501,50672,2815,57511,8.1,203,1
5965,忍者少女千鸟～伊势・金崎篇～,3049289,9266,5911,100239,9.3,449,1
5966,偶像大师灰姑娘剧场,1347728,6021,2848,57742,9.5,115,1
5967,剑风传奇 次篇,2626932,42365,7577,81997,9.5,415,1
5968,巴哈姆特之怒 VIRGIN SOUL,5609639,187745,17505,188328,8.2,1477,1
5970,進擊的巨人 第二季（僅台灣地區）,757751,25053,3256,628534,9.5,1693,1
5973,高校星歌剧 第二季,1603899,79689,4315,102460,9.2,175,1
5975,降灵记,9773762,288346,24930,498934,8.9,450,1
5977,夏目友人帐 陆,20226341,965644,142284,1396149,9.6,2398,1
5979,阿童木起源,2173166,44791,5915,141419,8.8,132,1
5981,覆面系 NOISE,3494888,168057,7706,282958,8.4,241,1
5982,正确的KADO,1669073,83774,4203,152068,3.5,942,1
5988,怪怪守护神,11059709,358712,23423,641807,8.4,585,1
5989,月色真美,20157089,1682624,229446,1368641,9.7,7339,1
5990,王室教师海涅,10394116,438538,27700,654825,8.8,591,1
5992,樱花任务,8075812,361375,38999,631109,9.0,1977,1
5994,机甲少女 FRAME ARMS GIRL,3754580,170083,8808,348775,8.8,202,1
5995,爱丽丝与藏六,5600159,210511,23454,456128,8.8,600,1
5996,恋爱暴君,24397629,778427,46975,1218748,7.3,1312,1
5997,埃罗芒阿老师,77297228,4998359,325651,3556289,8.2,9831,1
5998,Re:CREATORS,51310588,2030434,147926,2400963,8.0,8882,1
5999,ID-0,1575984,26361,5641,117258,8.9,217,1
6000,时钟机关之星,13094152,343798,29297,871367,7.0,793,1
6001,从零开始的魔法书,26568088,851944,67616,1564821,7.9,1720,1
6004,The Snack World,109333,1982,538,2411,0.0,0,0
6006,机动战士敢达 雷霆宙域战线 第一季,1296442,11087,1197,61658,9.6,224,1
6007,机动战士敢达 雷霆宙域战线 第二季,1665473,31270,2794,114879,9.3,232,1
6008,梦王国与沉睡的100王子 短篇动画,1463698,51734,2008,168541,8.6,229,0
6010,少年阿贝 GO!GO!小芝麻 第二季,212017,1548,799,12575,0.0,0,1
6012,快把我哥带走,10829226,122934,17136,653308,9.4,1617,1
6013,暴基枪手之AK西游,1046350,7967,2091,33177,0.0,0,1
6014,开封奇谈-这个包公不太行,10331930,253228,25635,579638,9.4,1074,1
6015,快把我哥带走 日文版,3867711,33468,4345,152831,9.3,328,1
6016,美少女大劈叉 第一季,71277,800,131,5136,0.0,0,1
6017,美少女大劈叉 第二季,45730,150,91,2158,0.0,0,1
6018,那年那兔那些事儿 第四季,10050402,292545,62658,494932,9.3,2710,1
6020,勇者大冒险之黄泉手记,1870165,80863,5650,32449,9.5,295,1
6021,喵有卵用 第二季,1381498,5163,1350,27799,0.0,0,1
6022,菊叔5岁画,6170219,36150,12424,73011,8.7,306,1
6023,霹雳天命之仙魔鏖锋Ⅱ斩魔录,483809,114169,2677,32386,8.6,165,1
6028,霹雳开天记之创神篇,7897,771,17,3559,0.0,0,1
6029,霹雳开天记之创神篇下阕,6015,1237,15,2283,0.0,0,1
6030,霹雳谜城之九轮异谱,5505,612,14,2759,0.0,0,1
6031,霹雳狼烟之九轮燎原,6048,144,12,2981,0.0,0,1
6032,霹雳狼烟之万堺尘涛,16609,376,104,2533,0.0,0,1
6033,霹雳狼烟之古原爭霸,5726,604,11,2887,0.0,0,1
6035,World Fool News 2,149196,2140,344,9776,0.0,0,1
6036,田中君总是如此慵懒 特典,737193,4575,1022,38630,9.6,122,1
6037,魔法提琴手 剧场版,7570,99,11,858,0.0,0,1
6038,风灵玉秀,919820,49688,34182,306328,9.7,2765,0
6039,喵有卵用 第一季,1933275,5724,2341,22978,0.0,0,1
6041,暖暖日记 2nd,446909,5482,2194,15788,9.5,143,1
6042,珈百璃的堕落 SP,1434306,42556,5276,95033,9.5,395,1
6043,第六天魔王,4157666,47300,6704,104098,9.2,348,1
6044,三国果果,130021,1148,329,3219,0.0,0,1
6046,MS动画图鉴 第二季,60363,972,64,6202,0.0,0,1
6047,约会大作战 第二季 OVA,2391428,30063,16079,143572,9.4,709,1
6049,斯特拉的魔法 OVA,55361,862,374,4830,0.0,0,1
6050,约会大作战 第一季 SP,2207065,1876,4953,117932,9.1,279,1
6051,RWBY 第二季【日语】,129860,3733,325,9640,0.0,0,1
6052,叫我僵小鱼 日常篇,4142899,22613,13737,55798,9.3,128,1
6053,美少女大劈叉 第三季,197832,1261,324,6735,0.0,0,1
6055,shaing2,0,0,0,160,0.0,0,0
6057,天谕,2282442,52735,5364,198724,8.2,252,1
6058,新机动战记敢达W 无尽的华尔兹,186160,2117,156,14407,0.0,0,1
6059,怪物弹珠 第二季 前篇,356803,4903,347,31203,0.0,0,1
6060,银之守墓人 日文版,2562433,40061,3557,60012,0.0,0,1
6061,开封奇谈-这个包公不太行 广播剧,2112648,70649,9618,63901,9.5,410,1
6062,同居男闺蜜,1273669,8103,994,55097,0.0,0,1
6064,我是江小白,3308002,128821,31794,315862,9.6,4267,1
6065,火线小剧场,2164848,8842,1565,13834,0.0,0,1
6066,甜甜私房猫 第三季 中配版,1116285,6100,1063,17861,0.0,0,1
6067,旋风管家 HEAVEN IS A PLACE ON EARTH,93115,2765,385,16096,0.0,0,1
6068,商人之星的小比索,24737,251,186,1132,0.0,0,1
6069,扩张少女系三重奏,377538,4996,546,30245,0.0,0,0
6070,变形少女,283363,1346,209,33192,8.9,230,1
6071,Under The Dog,112274,1291,205,20079,9.1,109,1
6072,踢向明天,14640,99,13,625,0.0,0,1
6073,未来卡 搭档对战X,445914,5097,1201,5981,0.0,0,0
6074,银河战国群雄传,17676,199,22,846,0.0,0,1
6075,结城友奈是勇者 -鹫尾须美之章-,532087,12507,3127,66593,9.6,340,1
6076,小林家的龙女仆 SP,5369091,58172,8829,268951,9.3,1059,1
6077,青之驱魔师 OAD,223000,2179,227,26064,0.0,0,1
6080,安卓美达战记,5212,153,13,435,0.0,0,1
6081,极黑的布伦希尔特 SP,172311,4706,212,19174,0.0,0,1
6082,我的英雄学院 OAD,1943360,40692,2599,135756,9.7,1239,1
6083,装神少女小缠 OVA,54443,323,255,4835,0.0,0,1
6085,RWBY 第三季【日语】,87025,2766,175,8901,0.0,0,1
6086,国民老公带回家 第二季,1454728,21488,686,74400,0.0,0,1
6087,阿信,8794,528,28,1137,0.0,0,1
6088,《麦田故事：节日》,3206,143,1,175,0.0,0,1
6089,《麦田故事：历史》,5246,156,0,406,0.0,0,1
6090,《麦田故事：地理》,2479,51,1,234,0.0,0,1
6091,《麦田故事：国学礼仪》,3073,115,1,173,0.0,0,1
6092,《麦田故事：科学探索》,3568,216,12,172,0.0,0,1
6093,《麦田故事：生活常识》,4791,522,2,172,0.0,0,1
6136,侦探歌剧 少女福尔摩斯 派对之夜,0,0,0,2681,0.0,0,1
6144,科学小飞侠II（1978）,10314,58,25,961,0.0,0,1
6158,NEW GAME! OVA,533665,25838,2495,54264,9.2,268,1
6159,妖神记,38786689,595621,65551,525027,8.7,1401,0
6160,科学小飞侠F（1979）,9334,34,11,880,0.0,0,1
6161,精灵宝可梦 超世代,772506,79785,1022,35623,9.6,133,1
6162,精灵宝可梦 钻石&珍珠,711970,68245,802,30289,9.6,135,1
6164,精灵宝可梦 超级愿望,370234,31786,366,24009,0.0,0,1
6165,Landreaall,16665,175,40,2117,0.0,0,1
6166,魁拔之十万火急,803535,25925,6331,48195,9.6,421,1
6167,魁拔之大战元泱界,488613,22645,5930,41255,9.6,304,1
6168,魁拔之战神崛起,674753,28516,11588,50561,9.6,489,1
6169,百怪异世说,1049643,11405,8039,63579,9.5,285,1
6170,兔龟 女高网球部外传 SP,24318,86,47,2651,0.0,0,1
6172,江湖救援团-哥安寺声,65577,6198,2269,5638,0.0,0,1
6174,通灵妃,734584,7192,467,21295,0.0,0,1
6175,茶啊二中 第一季,473934,9198,1957,38744,9.6,133,1
6176,茶啊二中 第二季,2801214,32513,12508,22545,9.7,214,1
6177,茶啊二中泡面番,1479299,9102,3578,9900,0.0,0,1
6178,茶啊二中男寝501,711665,6179,3564,9769,0.0,0,1
6179,变形金刚：领袖之证 中文第一季,205074,12378,183,6579,0.0,0,1
6180,变形金刚：领袖之证 中文第二季,124726,10471,112,2691,0.0,0,1
6181,变形金刚：领袖之证 中文第三季,168398,11943,176,3690,0.0,0,1
6182,龙朝大都,0,0,0,28059,0.0,0,0
6183,Dimension W~维度战记~ OVA,119130,925,418,19997,0.0,0,1
6184,RWBY Chibi 第二季,1671448,7470,3974,30981,9.7,495,1
6186,食神魂,2941444,36451,4409,101046,9.3,238,1
6187,盗墓笔记之沙海 第二季,1850560,32836,5623,91023,8.9,174,0
6188,寻师伏魔录 第二季,328163,2109,589,25218,0.0,0,0
6190,魁拔妖侠传,290570,18729,2629,31537,9.4,220,1
6205,黄金拼图 Pretty Days,49035,2513,919,6548,9.6,150,1
6243,魔法科高校的劣等生（僅限港澳台）,44041,16,41,8280,0.0,0,1
6244,One Room ~OVA,226038,3428,524,18676,9.2,152,1
6246,科学小飞侠（1972）,26356,349,26,2109,0.0,0,1
6247,我的腦內戀礙選項（僅限港澳台地區）,20009,720,23,7905,0.0,0,1
6250,魔晶猎人 第一季,64814,3215,37,6439,0.0,0,1
6252,魔晶猎人 第二季,38016,2582,32,2874,0.0,0,1
6254,魔晶猎人 第四季,329764,6083,262,19360,0.0,0,1
6256,太极熊猫,330580,5610,233,21595,0.0,0,1
6258,棠棣血,120098,2415,1249,14291,0.0,0,1
6260,蜡笔小新 第一季（中文）,5348535,191200,5348,130780,9.7,665,1
6262,蜡笔小新 第二季（中文）,5898098,237433,4281,62732,9.7,610,1
6264,蜡笔小新 第三季（中文）,2208913,52683,1595,36619,9.6,185,1
6266,蜡笔小新 第四季（中文）,1848392,47800,1348,34397,9.5,170,1
6268,蜡笔小新 第五季（中文）,2416132,70550,2559,40879,9.6,205,1
6270,前方高能之辣稽,3805266,89801,13880,70931,8.7,168,1
6286,新妹魔王的契約者（僅限港澳台）,52014,3693,89,67031,7.7,105,1
6288,新妹魔王的契約者  BURST（僅限港澳台）,32358,1788,42,30426,0.0,0,1
6289,我家业主会作妖,1537592,13552,959,106786,8.9,120,1
6295,蜡笔小新 第六季（中文）,5433381,178377,6615,127664,9.7,623,1
6298,拽妹黛薇儿 第五季,111945,5290,1150,3434,0.0,0,1
6301,Fate/Apocrypha,82831691,2687046,183365,2957253,4.9,56644,1
6302,活撃/刀剣乱舞（僅限港澳台地區）,488984,26706,1755,179420,8.7,289,1
6304,骑士&魔法,28915313,760007,50784,1211151,7.9,2912,1
6306,战斗女子高校,1919069,52321,3090,209533,0.0,0,1
6308,妖怪公寓的幽雅日常,14318785,448578,29334,621336,9.0,2688,1
6310,异世界食堂,21641940,784132,43452,1318751,8.9,2570,1
6311,笨女孩,41544007,1334097,87216,1901737,8.9,7172,1
6312,徒然喜欢你,36139493,1427875,85497,2237924,9.4,6805,1
6319,18if 梦境异闻录,2198021,84016,7073,227063,8.4,605,1
6320,将国之天鹰星,3204066,62468,7207,184639,9.1,961,1
6325,舞动青春,9710227,281859,34710,369153,9.5,5611,1
6326,人马少女的烦恼,5609327,203089,15034,357162,8.7,1106,1
6328,天使的3P!,10920858,921975,57980,759875,8.2,1415,1
6330,NEW GAME!!,8286431,482205,42625,678489,9.4,5298,1
6331,无责任银河☆泰勒,56118,182,61,2392,0.0,0,1
6332,咕噜咕噜魔法阵 新系列,1963196,41072,9825,79119,9.5,736,1
6333,棺姬嘉依卡（僅限港澳台地區）,7460,384,6,6220,0.0,0,1
6335,海天使的灯火,158007,1589,588,16162,0.0,0,1
6337,网球并不可笑嘛 第九季,810367,3407,1790,30849,9.2,249,1
6338,第一次辣妹,18515431,875303,35280,1060338,6.3,2217,1
6339,欢迎来到实力至上主义的教室,72644369,2738543,186990,3728992,8.2,22392,1
6340,GAMERS电玩咖！,16286984,781385,58389,844158,8.8,6709,1
6341,地狱少女 宵伽,11135744,430579,21950,1032366,9.1,1931,1
6342,漫威未来：复仇者联盟,353530,5861,186,11696,0.0,0,0
6344,梦之祭！R,511286,10637,895,42799,0.0,0,1
6345,终物语 下,1652987,73898,13592,396303,9.7,3279,1
6346,暗芝居 第五季,5907425,90369,4698,191334,8.5,560,1
6349,野良与皇女与流浪猫之心,1819875,6856,3064,106769,8.7,358,1
6351,人人爱我猪小屁,44684,373,36,2330,0.0,0,1
6353,狐妖小红娘 日语版,7307704,185746,19674,199177,7.8,1382,1
6354,纳米核心 第二季,3532175,83315,7537,140110,9.1,149,1
6355,拳皇命运,8867838,140751,14407,229842,6.8,1127,1
6356,画江湖之换世门生,7018889,172731,21096,285139,9.2,1588,0
6357,我的天劫女友,9333140,221206,17168,612804,7.3,1472,1
6358,黑白无双 第二季,6242758,115285,16818,355050,8.0,619,1
6359,嗜谎之神,1145832,6206,4022,77035,0.0,0,1
6360,刺客伍六七,80732,3057,0,35609,9.8,593,0
6361,棺姬嘉依卡 AVENGING BATTLE（僅限港澳台地區）,4293,0,8,4244,0.0,0,1
6369,猎人 剧场版 最后的任务,464724,19912,892,30499,0.0,0,1
6371,桃剑,163401,4293,195,18083,0.0,0,1
6373,纳米核心 第一季,1902072,61829,4449,162882,9.0,144,1
6375,魔女的考验【日语】,121943,8716,186,9218,0.0,0,1
6376,解谜之音 KAITO×ANSA,93651,810,77,8272,0.0,0,1
6377,无聊诗社,2450052,19430,20860,76585,9.5,809,1
6378,PIKO太郎的摇篮曲,66270,312,30,2872,0.0,0,1
6379,钢之炼金术师 香巴拉的征服者,292686,16486,982,26802,8.7,199,1
6380,龙骑侍,174920,7276,1618,16002,0.0,0,1
6381,龙骑侍,492986,3988,511,17599,0.0,0,1
6383,本草仙云之梦白蛇,158435,1246,312,82611,0.0,0,0
6384,火影忍者舞台剧 虹桥艺术中心采访篇,67702,457,23,1450,0.0,0,1
6385,头条都是他,2007004,38374,5400,140517,9.5,957,1
6386,通灵妃,746472,2406,207,16061,0.0,0,1
6387,英俊又可爱,626598,3956,1453,37553,9.5,222,1
6388,峡谷重案组,1471139,66161,1662,87411,7.2,162,0
6389,XY：破坏之茧与蒂安希,141187,4229,238,6533,0.0,0,1
6390,拇指鸡,132059,769,199,2389,0.0,0,1
6392,先驱少女的日常茶饭事,28611,283,53,2370,0.0,0,0
6393,shaing6,882,2,0,96,0.0,0,0
6394,看个球,608925,6576,3177,14070,9.2,168,1
6395,食神魂 第二季,492451,8658,534,113038,9.3,196,0
6396,绝行者,302941,883,163,8112,0.0,0,1
6398,BanG Dream! OVA,67937,1661,449,7001,0.0,0,1
6399,科学小飞侠 THE MOVIE,11697,65,22,990,0.0,0,1
6400,京剧猫 第二季,275998,57973,1226,24012,9.4,222,1
6401,新造人间卡辛（1973）,16717,538,29,1774,0.0,0,1
6402,一人之下 第二季,62115366,1596517,207642,2107233,9.5,16947,0
6403,茶啊二中 叭叭叭,1493585,5861,2433,20012,0.0,0,0
6404,茶啊二中 嘎嘎以嘎斯,1056263,3470,1537,14161,0.0,0,0
6405,鱼老板の日常,239234,1352,554,2922,9.0,125,0
6406,漫画家与助手 OVA,629674,12711,1996,30209,9.6,586,1
6407,长门有希酱的消失 OAD,105084,5375,424,2094,0.0,0,1
6408,无畏魔女 OVA,44136,739,145,4145,0.0,0,1
6413,超级愿望：酋雷姆VS圣剑士 凯路迪欧,66193,1856,85,3067,0.0,0,1
6414,UQ HOLDER！OAD,1256237,14142,1796,130094,9.0,253,0
6415,霸王面具,701497,3315,600,6433,0.0,0,1
6421,阿松 第二季,7453783,313852,20498,432120,9.5,5940,1
6422,黑色四叶草,15885711,346213,33742,800922,8.0,5891,0
6423,品酒要在成为夫妻后,15867416,134893,29170,895329,9.3,6468,1
6424,偶像大师灰姑娘剧场 第二季,681340,4087,3241,40130,9.4,356,1
6425,此花亭奇谭,10509746,390792,69628,1048859,9.8,15076,1
6426,國王遊戲 The Animation（僅限台灣地區）,236858,6959,562,128403,3.9,589,1
6427,Just Because!,11413071,448762,58413,972964,9.4,13443,1
6430,Dies irae 神怒之日（僅限港澳台地區）,186081,2930,387,95622,7.1,278,0
6431,偶像大师 SideM,546944,15650,1978,64978,9.4,518,1
6432,调教咖啡厅,15381346,569939,58797,1017672,9.5,10473,1
6433,Love Live! Sunshine!! 第二季,2980568,195779,19533,287724,9.3,3781,1
6434,宝石之国,31133448,1002714,92265,1962080,9.8,37748,1
6435,Code:Realize ～创世的姬君～,3161106,57123,5416,303218,9.0,982,1
6438,魔法使的新娘（僅限台灣地區）,652413,20587,3885,179245,9.5,2526,1
6439,幻界战线 & BEYOND,17381932,283918,69984,1147910,9.8,21193,1
6440,如果有妹妹就好了。,30256439,876982,121621,2109450,9.2,17753,1
6441,动画同好会,3014047,143753,11980,294522,8.5,1805,1
6442,"Wake Up, Girls! 新章",704162,7994,2408,98418,8.1,321,1
6445,3月的狮子 第二季,5337347,145748,43795,339214,9.8,9263,1
6446,干物妹！小埋R,51856995,2100385,279191,2999692,9.4,24148,1
6447,鬼灯的冷彻 第二季,17850923,439608,37090,1092887,9.7,9995,1
6448,结城友奈是勇者 鹫尾须美之章&勇者之章,1815173,38105,9307,226990,9.5,1889,1
6449,战刻夜想曲,2096692,53183,2997,209462,8.1,688,1
6452,Infini-T Force,1455156,23392,3626,127450,9.2,867,1
6453,TSUKIPRO,1400339,28146,2452,109760,9.1,565,1
6454,Classica Loid 第二季,693414,20845,2379,42357,8.8,452,1
6463,少女终末旅行,16488306,698231,144713,1393542,9.8,39567,1
6465,关于我女友是个一本正经的碧池这件事,22390463,772761,69447,1635090,8.7,8399,1
6468,牙狼 -VANISHING LINE-,1745722,32068,4009,78973,9.6,1457,1
6470,无论何时我们的恋情都是10厘米。～告白实行委员会～,4258931,131702,17995,717089,9.6,5869,1
6472,爱神巧克力 第二季,16312884,603227,48453,784340,9.0,3374,1
6473,宇宙战舰大和号2202 爱的战士,337898,6050,2440,4843,0.0,0,0
6474,URAHARA,1768308,29720,3547,261026,8.2,902,1
6475,小林家的龙女仆 OVA,1248918,53975,4426,79124,9.4,919,1
6476,雨色Convention,293993,975,757,34287,0.0,0,1
6477,时间飞船24 逆袭的三恶人,283298,4314,846,15660,0.0,0,1
6478,爱米-WE LOVE RICE- 第二季,160017,713,417,19998,0.0,0,1
6479,丝缎女孩对谈,185265,1263,477,8757,8.7,197,1
6480,XY：光轮的超魔神胡帕,211978,6777,226,7773,0.0,0,1
6481,妄想学生会 剧场版,3109939,90790,19744,344445,9.7,10059,1
6482,日常幻想指南,565305,5185,1175,43972,9.3,187,1
6483,少年锦衣卫 第二季,10980784,401835,110987,513660,9.5,6389,1
6484,王兄李兄没完没了的故事,1677532,17881,5604,54424,9.6,1012,1
6485,IDOLiSH7-偶像星愿-,1756413,59366,6245,154130,9.6,1651,0
6486,Gon的旱獭,728682,3837,2745,22667,9.6,249,1
6487,纳米核心 第三季（下篇）,2744228,55549,11190,138326,9.2,825,1
6488,黄金屋,191400,1921,1132,3936,0.0,0,0
6489,破里拳 Hurricane Polimar,10382,142,15,744,0.0,0,1
6490,霹雳天命之战祸邪神（双语）,144161,26291,747,19532,0.0,0,1
6491,幻界王,40489,198,0,68847,0.0,0,0
6492,女生宿舍日常 第二季,1554197,29946,7239,113309,9.5,974,1
6493,兔潮帮,99544,758,192,3659,0.0,0,1
6494,品酒要在成為夫妻之後（僅限台灣地區）,38073,242,64,3651,0.0,0,1
6495,黑白来看守所 OVA,147662,2812,341,13372,9.6,105,1
6496,Infini-T Force（僅限港澳台地區）,34208,423,84,1122,0.0,0,1
6497,月色真美 SP,246071,5575,1604,13354,9.7,294,1
6499,中国唱诗班,3468528,88308,200823,444337,9.8,13789,0
6500,怪物弹珠 第二季 后篇,245184,1605,471,12834,0.0,0,1
6501,Onyankopon,156618,951,447,6723,0.0,0,1
6502,干物妹!小埋R / 我家有個魚乾妹R（僅限港澳台地區）,106021,1376,165,16537,0.0,0,1
6506,地藏齐天,210185,1179,156,9811,0.0,0,0
6508,理想禁区 日语版,536741,9959,804,23698,0.0,0,1
