序号,名称,播放,弹幕数,收藏,硬币,是否完结,评分(默认0分),评分人数(人数不足为0人)
7,漫研部,689350,40785,5164,178,true,0.0,0
8,漫研部~妄想突变~,411515,16102,3077,153,true,0.0,0
9,幕末Rock,551150,30772,46494,156,true,0.0,0
17,网球并不可笑嘛 第一季,1870116,49228,10576,842,true,0.0,0
18,网球并不可笑嘛 第二季,1197124,14341,5587,827,true,0.0,0
19,网球并不可笑嘛 第三季,1056415,12710,5333,820,true,0.0,0
